Time,"Intake air temperature","Air mass flow","Target air mass flow","Lambda actual value","Coolant temperature","Current battery voltage","Oil pressure","Oil temperature","Boost pressure"
518.942,127.85,12.00,14.30,0.88,217.51,14840.00,2.29,226.40,0.00
519.182,127.85,12.00,16.00,0.88,217.51,14840.00,2.29,226.40,0.00
519.424,127.85,12.00,16.00,0.94,217.51,14840.00,2.29,226.40,0.00
519.662,127.85,12.00,16.00,0.94,217.87,14840.00,2.29,226.40,0.00
519.902,127.85,12.00,16.00,0.94,217.87,14880.00,2.29,226.40,0.00
520.142,127.85,12.00,16.00,0.94,217.87,14880.00,2.47,226.40,0.00
520.382,127.85,12.00,16.00,0.94,217.87,14880.00,2.47,226.40,0.00
520.624,127.85,12.00,16.00,0.94,217.87,14880.00,2.47,226.40,0.00
520.862,127.85,12.00,16.00,0.94,217.87,14880.00,2.47,226.40,0.00
521.102,127.85,16.00,16.00,0.94,217.87,14880.00,2.47,226.40,0.00
521.342,127.85,16.00,19.60,0.94,217.87,14880.00,2.47,226.40,0.00
521.582,127.85,16.00,19.60,1.13,217.87,14880.00,2.47,226.40,0.00
521.852,127.85,16.00,19.60,1.13,218.23,14880.00,2.47,226.40,0.00
522.092,127.85,16.00,19.60,1.13,218.23,14900.00,2.47,226.40,0.00
522.332,127.85,16.00,19.60,1.13,218.23,14900.00,2.51,226.40,0.00
522.572,127.85,16.00,19.60,1.13,218.23,14900.00,2.51,226.40,0.00
522.842,127.85,16.00,19.60,1.13,218.23,14900.00,2.51,226.40,0.00
523.112,127.85,16.00,19.60,1.13,218.23,14900.00,2.51,226.40,0.00
523.352,127.85,12.00,19.60,1.13,218.23,14900.00,2.51,226.40,0.00
523.592,127.85,12.00,14.20,1.13,218.23,14900.00,2.51,226.40,0.00
523.832,127.85,12.00,14.20,0.98,218.23,14900.00,2.51,226.40,0.00
524.072,127.85,12.00,14.20,0.98,218.77,14900.00,2.51,226.40,0.00
524.312,127.85,12.00,14.20,0.98,218.77,14880.00,2.51,226.40,0.00
